cleaned_review,standardized_date,cleaned_rating,Restaurant,Address,sentiment_score,sentiment
"love the vibes and interior of this place and i understand why tex amex is a thing haha there are good vegetarian options the margaritas were great we ordered the mangorita and the pineapple margaritas the mango one was like a slushy and really yummy in the other one though you could hardly taste the pineapple and could strongly taste the alcohol the salsa they have is so fresh and flavourful queso was mid i really like the enchiladas we ordered the medium spice level vegetarian sauce
i understand it was a busy day but still the service could be a little better our waitress did seem a little flighty and there were a couple of instances where she just tossed a bowl of salsa on to the table and disappeared and we couldnt ask for things like cutlery etc

all in all would definitely go again maybe on a not so busy day",2024-08-09,4.4,Chuy's,"1728 Barton Springs Rd, Austin, TX 78704, USA",0.9696,Positive
cool place with fun vibes pretty good chips and salsa my boyfriend and i shared the chicken fajitas for two and it was sooooo much food we didnt even get close to finishing it it was delicious though and the prices are very fair only downside was they were out of the drink i wanted my backup option a margarita was still good though,2024-06-01,4.4,Chuy's,"1728 Barton Springs Rd, Austin, TX 78704, USA",0.9639,Positive
"came out for a work event and the service was amazing i ordered a drink at the bar while we waited and the bartender was up beat and friendly i ordered a frozen strawberry mango margarita with tajin on the rim and it was delicious

our server was garrett and let me tell you his service was unmatched he took care of our large group with ease and kept up laughing along the way the food came out quickly and was cooked to perfection i ordered the combo fajitas and there was so much food

if youre looking for a great chuys experience this is the location to visit i know ill definitely be back",2024-08-01,4.4,Chuy's,"1728 Barton Springs Rd, Austin, TX 78704, USA",0.9799,Positive
told us there was a wait 20 min for a party of 6 we raised 45 minutes while everyone else got sat down then while we are waiting i see waiters giving different kids papers to color with colors so when we finally sat down i ask for some of those color9ng papers for kids they had nome then the food came out not like we ordered and honestly not to good tasting food wouldnt recommend sorry for bad review but had a bad experience here,2024-09-09,4.4,Chuy's,"1728 Barton Springs Rd, Austin, TX 78704, USA",-0.7312,Negative
"great location right in the middle of downtown and excellent delicious food
i came here for a private event  the inside was very spacious and cozy with plenty of seating and great service
the food was lip smackingly delicious the file mignon was top class and flavorful everything else from the salad accompaniment to the dessert were all fantastic
highly recommended steakhouse",2024-09-27,4.4,Roaring Fork,"701 Congress Ave., Austin, TX 78701, USA",0.9794,Positive
met some friends here during my visit to austin  i made the reservation while on the east coast and didnt realize that the time did not convert correctly   the day i landed i received a reminder about my appointment for an hour later than i expected   a phone call to the restaurant and they were able to update the reservation time easily   thankfully they werent fully booked   my friends and i were seated immediately upon arriving    our server was very helpful and friendly   the water did not taste very good here   it had a soapy taste to it  i did tell the server and she replaced it  but it still had a horrible taste   everyone enjoyed their food  but my friends whove never had mussels and my daughter raved about the mussels   they were absolutely delicious   there were many items on the menu that piqued my interest and i cant wait to return to this beautiful city to try them all   a definite recommend 45,2024-08-03,4.4,Roaring Fork,"701 Congress Ave., Austin, TX 78701, USA",0.9882,Positive
the food wine atmosphere service is 10 stars kat was our server tonight and she made my birthday feel so special we had the steak street corn mashed potatoes and pecan pie best meal ive ever had thank you for such a wonderful experience,2024-09-04,4.4,Roaring Fork,"701 Congress Ave., Austin, TX 78701, USA",0.9312,Positive
"visited the roaring fork on a wednesday night and got in without reservation party of 4
had a great server didnt rush us at all the have good drinks and then came the appetizers without a doubt go with the cornbread it was ridiculously good
several of the group had the filet and really liked it i can say the salmon is solid the mashed potatoes were great
definitely a spot to hit in austin",2024-05-16,4.4,Roaring Fork,"701 Congress Ave., Austin, TX 78701, USA",0.9574,Positive
food was delicious me and my girlfriend each got a ribeye that was cooked medium and very very flavor the sides we got were the mac and cheese mashed potatoes and broccoli all of it was super delicious  the service sucked on the other hand we only saw the server 4 times 1 to get our drinks2 to get are food order3 to bring us are food 4 to bring us the check  nothing else no refills no if you need anything else did you need any condiments nothing  didnt even ask if we wanted desert just brought the check i would go for back for the food but would definitely ask for a different waitress,2024-06-14,4.4,Roaring Fork,"701 Congress Ave., Austin, TX 78701, USA",0.8931,Positive
"the food was great we decided to sat on the balcony although it was a hot summer day so i was a little skeptical at first but it turned out to be a great atmosphere the fans helped and the trees gave us some shade

the drinks were ok but not too strong which fine because im not a big drinker i ordered the chicken quesadilla and it was delicious overall i would hear again",2024-07-04,4.1,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701, USA",0.9332,Positive
came here last night before going to a show at the mothership and was blown away bought not one but two orders of the brisket quesadillas because the first order was amazing staff were super friendly from the hostess bar backs bartenders really fell in love with this place will be back the next time im in austin,2024-09-18,4.1,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701, USA",0.9743,Positive
i had a great dinner at the iron cactusits been a while since ive done the austin 6th street scene but this austin staple has sustainedthanks lauren for great drinks and great service my shrimp enchiladas were yummy ,2024-08-21,4.1,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701, USA",0.9659,Positive
brisket quesadillas yes crab stuffed jalapeos yes drinks double yes and the wait staff was very friendly and attentive first time visit and was so worth it,2024-09-23,4.1,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701, USA",0.9199,Positive
"we arrived and sat at the bar it took about ten minutes before anyone took a drink order when the bartender took our order we ordered food as well  it was several more minutes before drinks arrived canned beer  it was another 20 or so for food to arrive  we never got chips and salsa and no one even stopped to check if we needed anything to ask to order some

the stuffed iron burger and fries were good  my honey had the shrimp tacos also very good seems the kitchen has their stuff on point but the rest of the folks not so much",2024-03-17,4.1,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701, USA",0.34,Positive
its an excellent indian dinner or lunch place for both a family evening or corporate nights the ground floor has the bar section and dining area separated so that you can enjoy the company of your family or colleagues as per your wish on the second floor there is space to host events such as parties and all closed dining room is also available the service is extremely good we were served by logan at the dining table and he was very patient attentive and kind patrick did introduce to us to the local specialities at the bar he was very hospitable and kind the atmosphere was very lively and vivid,2024-09-01,4.2,Clay Pit Contemporary Indian Cuisine,"1601 Guadalupe St, Austin, TX 78701, USA",0.9763,Positive
some of the best indian food we have had for a while really fresh and very flavourful as its meant to be we came here for a lunch and they were pretty busy they do have a lunch menu however it is only a couple bucks cheaper than the regular menu but well worth the money and service was great would absolutely come back,2024-08-12,4.2,Clay Pit Contemporary Indian Cuisine,"1601 Guadalupe St, Austin, TX 78701, USA",0.9446,Positive
"clay pit good kebabs frustrating service disappointing drinks

i recently visited clay pit contemporary indian cuisine in austin tx prior to the tim mcgraw concert eager to relive some of the incredible flavors i experienced traveling throughout india the kebabs and curry did not disappoint the tandoori kebabs were perfectly cooked and bursting with flavor a true taste of tradition

however the service left a lot to be desired we had a 500 pm reservation for three but upon arrival we were informed they wouldnt seat us until our entire party was present  our daughter who had just arrived on an international flight was stuck in traffic 15 minutes away  while the restaurant wasnt packed with only six other patrons and several empty tables they were unwilling to accommodate us for seating this inflexibility was frustrating especially considering our extenuating circumstances

the food as mentioned tandoori kebabs were good  however skip the cocktails my indian nights drink was a major letdown it was watery and barely tasted of gin a far cry from the photo on the menu

overall clay pit is a mixed bag the food is good but the service needs improvement and the cocktails are a definite miss and avoid while i wouldnt recommend it wholeheartedly or plan to return myself if youre looking for an indian food experience in austin and prioritize the food over everything else it might be worth a try just be prepared for a potentially inflexible seating policy and underwhelming drinks",2024-06-04,4.2,Clay Pit Contemporary Indian Cuisine,"1601 Guadalupe St, Austin, TX 78701, USA",0.8629,Positive
"good place to try if you are craving northindian food near the campus the taste was more westernized than truly authentic portion size of curries  meat were fairly small compared to the amount of basmati rice the place was spacious clean and service was quick
we ordered the pepper chicken for starters lunch chicken chicken tikka masala bowl chicken achari curry bowl saag goat and garlic naan the dishes with  without nuts clearly marked this is worth applauding",2024-04-19,4.2,Clay Pit Contemporary Indian Cuisine,"1601 Guadalupe St, Austin, TX 78701, USA",0.9094,Positive
everyone was super nice especially our server i cannot remember his name but he had this fork thing on his tie and wore glasses this was tuesday around 7 both my boyfriend and is dishes were amazing i cant wait to take more friends here,2024-07-03,4.2,Clay Pit Contemporary Indian Cuisine,"1601 Guadalupe St, Austin, TX 78701, USA",0.9342,Positive
"this place is great the service was very fast and on point the atmosphere was very fresh with an austin feel to it the outdoor seating was gorgeous

the happy hour drinks were cheap and delicious i had the mexican martini which was well worth the hype

the food selection was very thorough all of the basic mexican dishes plus so much more

i had the chipotle wings the wings were huge and delicious",2019-05-16,4.2,Trudy's Texas Star,"409 W 30th St, Austin, TX 78705, USA",0.98,Positive
really enjoyed lunch here super old building reminded me of an old camp mess hall chips and salsa were on point the queso did not disappoint and the main courses were delicious our server was really good and kept the refills coming i would definitely go back,2016-12-15,4.2,Trudy's Texas Star,"409 W 30th St, Austin, TX 78705, USA",0.9505,Positive
i love this place its my go to whenever im in austin however the last time we came we sat in the bar area by the patio it took 15 minutes for someone to greet us another 10 to get our drinks and about 20 minutes for the waitress to come back to take our order it was just me and a girlfriend  luckily we had plenty of time to wait the food was good as always,2018-05-22,4.2,Trudy's Texas Star,"409 W 30th St, Austin, TX 78705, USA",0.9136,Positive
i love coming here for brunch the food is always amazing french toast the service beats all other locations as well ill always come back,2019-06-23,4.2,Trudy's Texas Star,"409 W 30th St, Austin, TX 78705, USA",0.8074,Positive
what i learned on my first visit to trudys avoid the quesoguac its good but youll gorge yourself on chips and dips stick to the main course because youll upset when you dont finish your entree i got the chicken fajita queso enchiladas and that was a waste of time the rice was bland and the charro beans managed to be blander why did i give trudys 4 stars for such a description i nibbled off some of my buddys meal he got the all american breakfast with two eggs ham red potatoes and pancakes perfect entree that i regret not ordering especially for the price maybe next time yall have a good day,2019-01-01,4.2,Trudy's Texas Star,"409 W 30th St, Austin, TX 78705, USA",-0.1406,Negative
cant believe this is the slider dish that is served looks like they bought some pull apart bread from walmart and cut them to half the buns were soggy the flavor tasted like nothing but over sweet bbq sauce sweet potato fries were not fully cooked and very soggy definitely wont come back,2023-11-06,4.2,Southwest Bistro,"208 Barton Springs Rd, Austin, TX 78704, USA",-0.1337,Negative
"we just had some terrific drinks served by a really nice bar tender the atmosphere was fun and engaging and we absolutely had a great time some in our group ordered burgers and reported the food was excellent definitely bar food i can confirm the chips  queso is above average
definitely give the rich texan martini a try buffalo trace bourbon kahla and bitters we got half the bar hooked on it",2023-06-08,4.2,Southwest Bistro,"208 Barton Springs Rd, Austin, TX 78704, USA",0.981,Positive
during a recent convention stay i had the pleasure of dining twice for lunch at swb in the hyatt regency on the lake the experience exceeded my expectations especially for a hotel venue the lunch buffet and salad options were simply spectacular alyssa on the first day and jeremy on the second ensured a consistently enjoyable dining experience although the food was a bit slow coming out of the kitchen it was understandable given the busy event,2024-03-10,4.2,Southwest Bistro,"208 Barton Springs Rd, Austin, TX 78704, USA",0.765,Positive
great breakfast spit in the hyatt regency austin  they do offer a buffet for 33 that includes unlimited made to order waffles  pancakes and omelets there is a regular menu as well,2022-10-07,4.2,Southwest Bistro,"208 Barton Springs Rd, Austin, TX 78704, USA",0.7351,Positive
beautiful view food was great people were very friendly,2024-01-06,4.2,Southwest Bistro,"208 Barton Springs Rd, Austin, TX 78704, USA",0.9099,Positive
me and my wife came down to austin to try out some breweries and on the way home we decided to stop here although its not a brewery it sure does have about 200 taps available first most atmosphere was electric amazing  secondly they had a band of women playing country music and they were great thirdly the food and drinks  words cannot describe how delicious the jalapeo and cheese sausage was the biscuits were criminal the beers were amazing and because i had an option of selections it made the experience even better,2024-09-05,4.5,Banger's Sausage House & Beer Garden,"79 Rainey St, Austin, TX 78701, USA",0.7808,Positive
bangers sausage house  beer garden was a sick spot for dinner the place is huge they have over 90 beers on tap indoor and outdoor seating and its right on rainey street the staff was cool and we went when it wasnt too packed the food was bomb we started with the giant pretzel which was 10 out of 10 amazing then we got the burger which was good and the wild boar sausage coil that was really good wed totally go back just for the pretzel,2024-08-20,4.5,Banger's Sausage House & Beer Garden,"79 Rainey St, Austin, TX 78701, USA",0.7717,Positive
great local place to gather with friends long outdoor picnic tables for eating and making friends with people you didnt know till you sat at the same table live music plenty of beer we even got to see where it was made and fresh meats and cheeses you could buy to bring home super fun place to be at the end of the long day we were thrilled to hear that they shipped as well great to know as their products were truly wonderful if im ever back in austin,2024-07-12,4.5,Banger's Sausage House & Beer Garden,"79 Rainey St, Austin, TX 78701, USA",0.9877,Positive
"went to bangers for the first time while visiting austin texas great place menu was accessible through a qr code had an excellent selection of beers great bbq the apps and food were both excellent we ordered the crispy fried pickles and cheese curds as appetizers and got the pulled pork sandwich for the main entre very good came with pickles cole slaw and purple picked cabbage they even had a stage outside and a live band playing while we were
there very cool place would recommend",2024-08-09,4.5,Banger's Sausage House & Beer Garden,"79 Rainey St, Austin, TX 78701, USA",0.9814,Positive
"great place on rainey street big outdoor area you can get bbq small bites sandwiches  inside is nice on a hot nightit was super hot this augustthank good for a good air conditioned indoors  but the outdoor patio is epic really good to meet up with a bunch of friends

the food was really tasty the deviled eggs were yummy the chicken salad has great flavor tarragon and its nice fresh chicken  perfect small bites for having a couple beers 

speaking of beers i think there was like 70 or 80 some odd taps if you cant find something to try here  well youre lost lol  if you are not beer person  they have a couple wine choices  or try a lambic

service here is excellent friendly fast and genuine  their kitchen had a problem the day we were there and no one let it change their attitude  thanks to reese rhys for great service  we really enjoyed our evening here",2024-08-25,4.5,Banger's Sausage House & Beer Garden,"79 Rainey St, Austin, TX 78701, USA",0.996,Positive
"went here for our anniversary and our experience was amazing to start off the hostesses greeted us with the sweetest smile and even congratulated  us on our anniversary we were then walked upstairs to the second floor and were again greeted by the restaurant manager who was very kind and welcoming and he also congratulated us he was so attentive and just amazing overall our table was decorated with rose petals and a happy anniversary sign which was the sweetest touch one waiter came with our drinks and he was a gem whom of course also congratulated us our waiter colin was absolutely amazing he made us feel welcome he always checked up on us he described the items on the menu which such detail he was just overall very kind colin brought us a dessert for our anniversary and it was such a great way to end the night first time here and will definitely be coming back because the customer service and the food was simply out of this world 1010

espresso martini 1010
lobster bisque is amazing",2024-09-24,4.7,Truluck's Ocean's Finest Seafood & Crab,"300 Colorado St, Austin, TX 78701, USA",0.9927,Positive
ive been here multiple times and i have never gotten around to leaving a review i always receive 5 star service went here for my dates birthday it was his first time at this location and he loved it the decor is absolutely beautiful the restaurant has a very luxurious classy ambiance the servers are very knowledgeable and trained well the food is delicious every single dish i have gotten from trulucks has been perfect the carrot cake is so good you wont want to share they only have valet and if you dont want to valet you have have a short walk from the garages i highly recommend this location,2024-07-06,4.7,Truluck's Ocean's Finest Seafood & Crab,"300 Colorado St, Austin, TX 78701, USA",0.9776,Positive
"trulucks downtown in austin is hands down my favorite restaurant and my recent birthday celebration there with five friends only reaffirmed this from the moment we walked in the experience was nothing short of spectacular

the ambiance of trulucks is refined and welcoming setting the perfect tone for a special evening we were warmly greeted and promptly seated instantly feeling like valued guests the service throughout the night was impeccable  attentive friendly and professional ensuring that every detail was taken care of with a smile

the food was phenomenal every dish we ordered was cooked to perfection and beautifully presented the flavors were exquisite and the quality of the ingredients was evident in every bite the seafood in particular was outstanding fresh and delicious coupled with expertly crafted cocktails and a wellcurated wine list our dining experience was elevated to new heights

parking often a hassle in downtown areas was surprisingly convenient at trulucks it made arriving and leaving the restaurant stressfree allowing us to focus entirely on enjoying our evening

to anyone seeking a topnotch dining experience in austin i cant recommend trulucks downtown enough whether its for a special occasion or simply to enjoy an excellent meal this restaurant delivers on every front  food drinks service and ambiance my birthday celebration was truly memorable and i look forward to many more delightful evenings at trulucks this is the place to be for a fantastic dining experience in austin",2024-08-08,4.7,Truluck's Ocean's Finest Seafood & Crab,"300 Colorado St, Austin, TX 78701, USA",0.9974,Positive
this was our first time at trulucks it was a great first experience our server niko was new but he was great he was attentive engaging and polite his suggestion for how to construct our seafood tower appetizer was spot on the appetizers satisfied my seafood craving so i went with a ny strip for dinner it was cooked perfectly  my wife had the branzino fish also recommended by our server it too was good the sides truffle fries and roasted broccoli were nice compliments this isnt a place youd frequent often its not cheap but i cant think of a better place to satisfy a seafood craving ,2024-07-07,4.7,Truluck's Ocean's Finest Seafood & Crab,"300 Colorado St, Austin, TX 78701, USA",0.9891,Positive
"amazing experience from the minute you pull up to the valet the host staff was friendly and engaging  they took us up to a beautiful patio table fans and misters made eating outside delightful and very comfortable the light up menus were fantastic if you are visiting on the weekend ask for bradley  we let bradley guide us through the menu we started with a terlan pinot grigio na berry patch and a viola truly perfect picks we started with the ahi tuna tartare and jumbo lump crab cake both were exceptional i switched to bradleys other suggested cocktail tru story  so yummy  after bradleys highlighting of the menu we wanted to try it all so we chose to order the petit miso glazed seabass and the petit scallop  shrimp saute and  the 12 lbs of king crab and the side of mac  cheese  the seabass was phenomenal the crab fried rice is sensational the 2 paired together is off the hook the scallops were amazing and if you were served the florentino cauliflower rice without being told it was cauliflower you would never guess it is so flavorful the king crab was great and served with mashed potatoes and asparagus as we were sharing all the dishes we only had room for one bite of mac and cheese before packing it up to go but were so glad we ordered it as it was excellent as well the service was topnotch and friendly without being overbearing the manager welcomed us and checked in throughout our meal and although we had no issues i am confident that if even the smallest glitch were to happen he would be aware and address it immediately he really made us feel like he cared about our
experience that is very rare these days we are huge foodies and eating great food is our hobby with the attention to detail truluck at every turn the price paid for the meal was an exceptional value i will definitely be back",2024-08-11,4.7,Truluck's Ocean's Finest Seafood & Crab,"300 Colorado St, Austin, TX 78701, USA",0.997,Positive
"my wife and i visited kerbey lane for breakfast i ordered a harvest omelet comprised of 3 eggs  cheddar jack cheese green onions  green pepper  onion  sliced mushroom and avocado i chose for my 2 sides  an english muffin and seasoned home fries my wife had an avocado toast made up of hummus sliced avocado cucumbers and a sunny side up egg garnished with cherry tomatoes and green onion  my wife chose black beans as her side

the harvest omelet was very tasty as was the english muffin sadly  the home fries were overcooked and dry more reflective of boxed home fries than of fresh home fries

my wifes avocado toast delivered  with great flavor the big surprise were the black beans  which had a well balanced mild hint of garlic and a slight well received chili like kick

the atmosphere is spacious and appropriately bright  the service was average

i consider kerbey lane to be a reliable breakfastbrunch restaurant  but if our sole visit is any indication  i cant say well choose it before trying another restaurant for the first time",2024-05-18,4.3,Kerbey Lane Cafe - University,"2606 Guadalupe St, Austin, TX 78705, USA",0.8807,Positive
my family and i absolutely love this kerbey lane location weve tried the other locations and enjoyed them as well but this one is our favorite goto spot the food is consistently delicious which we really appreciate since im not the most adventurous eater and neither are our kids though my wife loves trying new things no matter what we order we know its going to be great and were never disappointed the service is always amazing and were very happy with the quality of the food the value for our money and the excellent service highly recommend,2024-08-30,4.3,Kerbey Lane Cafe - University,"2606 Guadalupe St, Austin, TX 78705, USA",0.995,Positive
extremely good  had an amazing time  customer service was outstanding definitely will be back foodie googlereview,2024-07-02,4.3,Kerbey Lane Cafe - University,"2606 Guadalupe St, Austin, TX 78705, USA",0.9286,Positive
"the boss burger the burger bacon egg were perfectly cooked
i added jalapenos
they never disappoint i always loved this location",2024-05-12,4.3,Kerbey Lane Cafe - University,"2606 Guadalupe St, Austin, TX 78705, USA",0.5126,Positive
food was alright i like the seasonal pancake flavors nice interior,2024-05-25,4.3,Kerbey Lane Cafe - University,"2606 Guadalupe St, Austin, TX 78705, USA",0.743,Positive
such amazing food theres a great selection of sweet and savory crepes and many drink options including mimosas if youd like to spike your breakfast,2024-07-20,4.4,Le Café Crêpe,"200 San Jacinto Blvd, Austin, TX 78701, USA",0.9246,Positive
this was a really cute place but the service was a little slow i got the bananastrawberrynutella crepe on 2 separate days as well as a chicken and spinach crepe i definitely recommend this place if youre looking for a little brunch place to get some good quality food,2024-03-29,4.4,Le Café Crêpe,"200 San Jacinto Blvd, Austin, TX 78701, USA",0.9376,Positive
lovely cafe with tasty crepes we had the la provencale and the chloe crepes great service small on the inside and plenty of seating on the covered patio,2024-06-12,4.4,Le Café Crêpe,"200 San Jacinto Blvd, Austin, TX 78701, USA",0.836,Positive
i had breakfast at le caf crpe and not only was it a great breakfast but i forgot my credit card and they so kindly shipped it to me free of charge because i live out of town the service i had at breakfast was very kind and welcoming and likewise when i called to ask about my card they were accommodating prompt and just in general a pleasure to communicate with good people was my takeaway i wish them all the best including i recommend you give them a try cheers,2024-08-11,4.4,Le Café Crêpe,"200 San Jacinto Blvd, Austin, TX 78701, USA",0.9951,Positive
we parked a couple blocks away on the street no parking fees on sunday we arrived sunday morning before 1030 and were seated right away we shared the la fromagere crepe which was very good and would have only added a smidgen more brie cheese we also shared the mediterranean salad and  enjoyed it to the end iced coffees were our dessert,2024-06-02,4.4,Le Café Crêpe,"200 San Jacinto Blvd, Austin, TX 78701, USA",0.8016,Positive
went here for the busy memorial day weekend and the staff were very friendly  laid back atmosphere with plenty of shade we enjoyed the food and the location  waited for about half an hour and received a text message when ready would recommend the burger,2024-05-30,4.5,Magnolia Cafe,"1920 S Congress Ave, Austin, TX 78704, USA",0.8955,Positive
"we spent 55 for two people had 3 plates between us and two refill coffees

its a good value for price theyre pretty quick to serve the pancakes are very good fluffy and tasty french toasts could be better but eggs and sausage was great

james served us very friendly and quick

i think they could turn up the temperature a little bit it was slightly cold but other people may not have issues with it anyways",2024-05-13,4.5,Magnolia Cafe,"1920 S Congress Ave, Austin, TX 78704, USA",0.9586,Positive
"good food
good vibe
good service 
i highly recommend their shredded beef omelette and lox and bagle
their patio was cozy and cute
im positive we will be back to try their pancakes soon

keep up the good work magnolia cafe team",2024-07-12,4.5,Magnolia Cafe,"1920 S Congress Ave, Austin, TX 78704, USA",0.9638,Positive
this place was great you can tell the workers were trying their hardest by staying nice and helping multiple people they had great food and service but the food was a little pricey if you want a place to eat with your family or friends here is a great place to eat,2024-08-06,4.5,Magnolia Cafe,"1920 S Congress Ave, Austin, TX 78704, USA",0.9575,Positive
we initially had gone on a weekend and there was a 2 hour wait so we went on a monday afternoon and got immediately seated we finally could get a feel of what the fuss was all about this famous brunch place the coffee was freshly brewed and the food was fantastic we ordered the vegetarian omelets with home fries and it was the first time we ever tasted such fresh steamed veggies with very less salt in the eggs and gave a homely feel to the food its definitely on the pricier side but worth to try it out,2024-05-11,4.5,Magnolia Cafe,"1920 S Congress Ave, Austin, TX 78704, USA",0.7311,Positive
"first time trying this bbq place  honestly id recommend anyone here the taste of the food is so comforting and southern feel real texan the mac and cheese is perfect not too cheesy and not overpowering the cream corn was oh my gooo try it run freakin delicious  last but not least the meats chicken brisket and turkey all had a unique taste of their own have to say yummyyy
ohhh  before i leave the womens rr was super cute and clean",2024-09-19,4.3,Iron Works Barbecue,"100 Red River St, Austin, TX 78701, USA",0.9694,Positive
texas style bbq in a roadhouse setting seating both inside and outside covered no ac but air chillers and ceiling fans you order at the first window and once food is ready pay at the cashier unlimited bread kept warm for you brisket well done the bbq sauce is flavorful but not spicy mac and cheese had a great smoked flavour fairly good sized parking lot recommended,2024-06-10,4.3,Iron Works Barbecue,"100 Red River St, Austin, TX 78701, USA",0.9568,Positive
"apr2024 4 i could recommend this location and the restaurant bbq meat
i stopped by this location during the lunch hour to pick up some lunch time bbq i observed customers seated throughout the restaurant eating lunch when i visited there appears to be limited seating at this location as observed i ordered chicken beef and pork ribs to go i noted that i was given only one set of plastic utensils for a large order to go its a good thing i noticed and grabbed some needed utensils on my way out of the restaurant my order came with fries and the worker pointed to some that were warming the fries were not worthy of more than three  i threw more than half of them away because they were hard and stale the beef was sliced when i ordered it for my sandwich it was wrapped and prepared the half chicken and pork ribs that i ordered were wrapped in paper as well i sampled all of the meats and it was well prepared and cooked to taste  the parking in this area is not good i would not want to drive to this location and have to pay an exorbitant amount to find a parking location",2024-04-26,4.3,Iron Works Barbecue,"100 Red River St, Austin, TX 78701, USA",0.8258,Positive
"this was my second time coming to iron works barbecue first visit was unremarkablehad no complaints as a frequent out of town visitor i do appreciate how closeconvenient it is to my hotel

the turkey sandwich was 710 it was a little slim on meat compared to the amount of bun the turkey was smokey but the outside crust was a little too pepper heavy for my liking i would come back but try something else next time

i was mostly put off by the customer service experience i had during this visit from someone named marie marie took my order in the kitchen window  she must be having a pretty crap day to treat a customer the way she treated me when i approached and said hello she didnt reply or reciprocate  thats fine when i asked a question about a sandwich she was instantly annoyed in both tone and body language when i asked where to get some sauce she said if i would give her a minute she would be packing it into my bag it wasnt  even busy so i was confused as to why she was so frustrated with my existence

when i got my sandwich  there was no bbq sauce even tho i asked previously i returned and asked for a few she questioned whether i even looked and i opened the box to show her she said nothing else and slid one across the counter and walked away from me when i please asked for one more cup she stomped back to the window and actually tossed it at me i was lucky it didnt break open all over my shirt

the whole thing was a bit shocking and for an adult  i think she might need a minor lesson in mutual respect",2024-09-26,4.3,Iron Works Barbecue,"100 Red River St, Austin, TX 78701, USA",-0.0943,Negative
iron works never fails at the taste of some good texas barbecue so much that celebrities and other high end go and stop and eat there who knows maybe one day you can acutally come across someone that is being introduced to texas barbecue the brisket beef is a must and i think its one of their most signature plates out there of course there is other options available to you if you want other meats but some authentic texas barbecue is brisket beef of course during the summer get ready to pick up some sweat as it will get hot from your surroundings overall i do recommend eating here so enjoy it and sundays they are closed,2024-07-22,4.3,Iron Works Barbecue,"100 Red River St, Austin, TX 78701, USA",0.9365,Positive
amazing dining experience with unique steak and seafood options for every palate the service is michelin quality our waiter ben was so attentive and funny he made excellent recommendations and really went above and beyond to make our visit something to remember will make sure to come here anytime im in austin,2024-04-27,4.6,III Forks,"111 Lavaca St, Austin, TX 78701, USA",0.918,Positive
food was very good thank you so much for the dessert and fabulous special drink   what i did not like was being rushed to order when you want to enjoy a special evening the steaks were great and the lobster mac and cheese was the best,2024-08-18,4.6,III Forks,"111 Lavaca St, Austin, TX 78701, USA",0.9763,Positive
"a phenomenal dinner experience from start to finish having read reviews and receiving recommendations from others i was expecting a good experience but it definitely surpassed my expectations

we used the valet parking which is the garage in the same block it was 15 and very quick and easy

our service was impeccable from our hostess and especially our waiter sam to others who checked on us through the experience to make sure we were well taken care of  sam was the perfect level of attentiveness without being overbearing with very spoton recommendations for both food and drinks

they do an amazing job making you feel valued and special and i believe everyone that we interacted with knew that we were celebrating an anniversary and wished us well which was very touching

for appetizers we had the chicken fried lobster which was phenomenal it came with a tomato butter which i personally am not a fan of tomatoes but it was light and not overpowering and my partner especially loved the leftovers on the delicious bread we also had the off menu bone marrow which came with delicious toast like bread in a very generous amount

for dinner we had a classic eye of ribeye pepper steak medium rare with the oscar style top of crab hollandaise sauce and asparagus the sauce and the oscar style toppings were phenomenal and the steak perfectly cooked i had them served on the side and both were so amazing that i couldnt tell you which was better and i could probably eat the oscar style as a whole dish honestly

we also had the truffled mushroom burger with the king sauce another amazing recommendation  very rich and also perfectly cooked to medium rare

we got the fried thai chili brussels sprouts as well as the six cheese potatoes for sides the sprouts were very flavorful and had a perfect crunch the potatoes were good but i felt a little bit bland compared to the other dishes and could have used some additional salt

they brought us a surprise for dessert which included the chocolate and texas pecan cake one of the best parts of the meal was probably the homemade bootleg irish cream which was very thick and creamy and had hints of coconut as well as i felt banana definitely a reason to come back for my birthday dinner ha ha

for two people it was a ton of food and we left very full and satisfied and have leftovers for dinner the next night

overall it was an exceptional experience from the moment we walked in until the moment we drove away a wonderful date night or special occasion place for us to visit again in the future",2024-06-25,4.6,III Forks,"111 Lavaca St, Austin, TX 78701, USA",0.9994,Positive
the bone in ribeye with the blue cheese cap was phenomenal its one of the most tender cuts ive ever had in my life great traditional wedge salad the crab cake was delicious as well my wife really enjoys the chicken fried filet and she thought the 3 forks salad was amazing  our waiter thomas was attentive and knows the menu really well so he was great for recommendations cant wait to go back,2024-09-02,4.6,III Forks,"111 Lavaca St, Austin, TX 78701, USA",0.9683,Positive
we had dinner while visiting the city great atmosphere and all staff were incredibly nice and welcoming i had the salmon and my husband had the steak both were delicious nice cocktails as well our server micaela was great,2024-09-08,4.6,III Forks,"111 Lavaca St, Austin, TX 78701, USA",0.9731,Positive
