Review Text,standardized_date,cleaned_rating,Restaurant,Address,sentiment_score,sentiment
"The food and service were above any expectations, amazing ambiance, good music but not so loud you can't have a conversation.
I am vegan and my fiancée is an omnivore, and we were both able to get breakfast (including the obligatory breakfast taco) that both tasted great and met our dietary preferences.
I meant to take a picture of my food to show how amazing it looked, but it ended up in my stomach way too quickly.
An absolute 10/10 gem",2024-09-21,5,Bouldin Creek Cafe,"1900 S 1st St, Austin, TX 78704, USA",0.9451,Positive
"A great spot. Food was delicious. We had the bacon cheeseburger, tri tip, butter lettuce salad, and a side of mac n cheese. Anthony took great care of us at the bar! Bonus is the happy hour until 6p on the weekdays!",2024-08-15,5,Parkside,"301 E 6th St, Austin, TX 78701, USA",0.9747,Positive
"There wasn't a single thing on the menu (from the 10 dishes tried) that we didn't like. Each menu item was done quite well. I really enjoyed the striped bass, Cod, and chocolate dessert the most!",2024-07-29,5,Parkside,"301 E 6th St, Austin, TX 78701, USA",0.6632,Positive
"update spring 2024: since reopening, it isnt the same parkside. The food has gone down in quality quite a bit. In the past, there were multiple oyster types, now its just 1. I ordered a burger medium rare and it came out more than well done. The chicken was stringy and dry. The service was awkward and novice. Everything at parkside has declined since they reopened, except for the prices. I dont know if ill be back, there are better options within blocks for the same money,

Good food, great staff, wish they had high chairs for kids",2024-04-30,2,Parkside,"301 E 6th St, Austin, TX 78701, USA",0.9301,Positive
"We had Parkside cater for our recent anniversary party celebration and the food and drinks were amazing! Our guests really enjoyed both the braised short rib and seared Texas redfish entrees, as well as the delicious passed appetizers to start. The drinks were also excellent, especially our speciality cocktail of sangria. The staff was very attentive and professional as well. Highly recommend Parkside for catering your next party!",2023-11-28,5,Parkside,"301 E 6th St, Austin, TX 78701, USA",0.9794,Positive
The owner/manager Shaun is a good person. I was handing out waters on a 100+ degree day and he gave me a coupon for drinks. It’s good to see a business owner with integrity and ethic. Drinks were very good.,2024-08-20,5,Parkside,"301 E 6th St, Austin, TX 78701, USA",0.8834,Positive
"Peppy and vibrant, it’s an endearing Tex Mex food here is awesome. We had Veg Fajita and a Margarita. Sunny the cheerful lady who attended upon us was very helpful in making our choices for us!! Do visit Chuys. You will love it.",2024-06-03,5,Chuy's,"1728 Barton Springs Rd, Austin, TX 78704, USA",0.9708,Positive
"Love the vibes and interior of this place. And I understand why Tex Amex is a thing haha! There are good vegetarian options. The margaritas were great, we ordered the mangorita and the pineapple margaritas. The Mango one was like a slushy and really yummy. In the other one though you could hardly taste the pineapple and could strongly taste the alcohol. The salsa they have is so fresh and flavourful! Queso was mid. I really like the enchiladas, we ordered the medium spice level vegetarian sauce.
I understand it was a busy day, but still the service could be a little better. Our waitress did seem a little flighty and there were a couple of instances where she just tossed a bowl of salsa on to the table and disappeared and we couldn’t ask for things like cutlery etc.

All in all, would definitely go again maybe on a not so busy day.",2024-08-09,5,Chuy's,"1728 Barton Springs Rd, Austin, TX 78704, USA",0.9717,Positive
Cool place with fun vibes. Pretty good chips and salsa. My boyfriend and I shared the chicken fajitas for two and it was sooooo much food we didn’t even get close to finishing it! It was delicious though and the prices are very fair. Only downside was they were out of the drink I wanted: my backup option (a margarita) was still good though!,2024-06-01,5,Chuy's,"1728 Barton Springs Rd, Austin, TX 78704, USA",0.9666,Positive
"Came out for a work event and the service was AMAZING! I ordered a drink at the bar while we waited and the bartender was up beat and friendly. I ordered a frozen Strawberry Mango margarita with Tajin on the rim and it was delicious.

Our server was Garrett and let me tell you, his service was unmatched! He took care of our large group with ease and kept up laughing along the way. The food came out quickly and was cooked to perfection. I ordered the combo fajitas and there was so much food!

If you’re looking for a great Chuy’s experience, this is the location to visit! I know I’ll definitely be back.",2024-08-01,5,Chuy's,"1728 Barton Springs Rd, Austin, TX 78704, USA",0.9858,Positive
Told us there was a wait 20 min for a party of 6 we raised 45 minutes while everyone else got sat down then while we are waiting I see waiters giving different kids papers to color with colors so when we finally sat down I ask for some of those color9ng papers for kids they had nome then the food came out not like we ordered and honestly not to good tasting food. Wouldn't recommend sorry for bad review but had a bad experience here.,2024-09-09,2,Chuy's,"1728 Barton Springs Rd, Austin, TX 78704, USA",-0.7312,Negative
"Great location (right in the middle of downtown) and excellent delicious food.
I came here for a private event - the inside was very spacious and cozy with plenty of seating, and great service.
The food was lip smackingly delicious. The File Mignon was top class, and flavorful. Everything else from the salad, accompaniment, to the dessert were all fantastic.
Highly recommended Steakhouse.",2024-09-27,5,Roaring Fork,"701 Congress Ave., Austin, TX 78701, USA",0.9794,Positive
"Met some friends here during my visit to Austin.  I made the reservation while on the east coast and didn't realize that the time did not convert correctly.   The day I landed, I received a reminder about my appointment for an hour later than I expected.   A phone call to the restaurant, and they were able to update the reservation time easily.   Thankfully, they weren't fully booked.   My friends and I were seated immediately upon arriving.    Our server was very helpful and friendly.   The water did not taste very good here.   It had a soapy taste to it.  I did tell the server, and she replaced it,  but it still had a horrible taste.   Everyone enjoyed their food,  but my friends (who've never had mussels) and my daughter RAVED about the mussels.   They were ABSOLUTELY delicious.   There were many items on the menu that piqued my interest, and I can't wait to return to this beautiful city to try them all.   A DEFINITE recommend 4/5.",2024-08-03,4,Roaring Fork,"701 Congress Ave., Austin, TX 78701, USA",0.99,Positive
"The food, wine, atmosphere, service is 10 stars. Kat was our server tonight and she made my birthday feel so special. We had the steak, street corn, mashed potatoes, and pecan pie. Best meal I’ve ever had. Thank you for such a wonderful experience!",2024-09-04,5,Roaring Fork,"701 Congress Ave., Austin, TX 78701, USA",0.9347,Positive
"Visited the Roaring Fork on a Wednesday night and got in without reservation, party of 4.
Had a great server, didn't rush us at all. The have good drinks and then came the appetizers. Without a doubt go with the cornbread. It was ridiculously good.
Several of the group had the filet and really liked it, I can say the salmon is solid, the mashed potatoes were great.
Definitely a spot to hit in Austin.",2024-05-16,5,Roaring Fork,"701 Congress Ave., Austin, TX 78701, USA",0.9574,Positive
"Food was delicious me and my girlfriend each got a ribeye that was cooked medium and very very flavor. The sides we got we're the mac and cheese, mashed potatoes and broccoli all of it was super delicious.  The service sucked on the other hand we only saw the server 4 times 1, to get our drinks,2 to get are food order,3 to bring us are food, 4 to bring us the check.  Nothing else no refills no if you need anything else did you need any condiments Nothing.  Didn't even ask if we wanted desert just brought the check. I would go for back for the food but would definitely ask for a different waitress.",2024-06-14,3,Roaring Fork,"701 Congress Ave., Austin, TX 78701, USA",0.8931,Positive
"The food was great. We decided to sat on the balcony although it was a hot summer day so I was a little skeptical at first but it turned out to be a great atmosphere. The fans helped and the trees gave us some shade.

The drinks were ok but not too strong which fine because I’m not a big drinker. I ordered the chicken quesadilla and it was delicious. Overall I would hear again",2024-07-04,5,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701, USA",0.9332,Positive
"Came here last night before going to a show at the mothership and was blown away! Bought not one but TWO orders of the brisket quesadillas because the first order was amazing. Staff were super friendly from the hostess, bar backs, bartenders, really fell in love with this place. Will be back the next time I’m in Austin!",2024-09-18,5,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701, USA",0.9759,Positive
"I had a great dinner at the Iron Cactus…it’s been a while since I’ve done the Austin 6th street scene, but this Austin staple has sustained…thanks Lauren for great drinks and great service!!! My shrimp enchiladas were yummy 😋",2024-08-21,5,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701, USA",0.9695,Positive
Brisket quesadillas? Yes. Crab stuffed jalapeños?? YES. DRINKS?? Double yes! And the wait staff was very friendly and attentive! First time visit and was so worth it.,2024-09-23,5,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701, USA",0.9465,Positive
"We arrived and sat at the bar. It took about ten minutes before anyone took a drink order. When the bartender took our order we ordered food as well.  It was several more minutes before drinks arrived (canned beer).  It was another 20 or so for food to arrive.  We never got chips and salsa, and no one even stopped to check if we needed anything to ask to order some.

The stuffed iron burger and fries were good.  My honey had the shrimp tacos, also very good. Seems the kitchen has their stuff on point but the rest of the folks, not so much.",2024-03-17,3,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701, USA",0.34,Positive
"It’s an excellent Indian dinner or lunch place for both a family evening or corporate nights. The ground floor has the bar section and dining area separated so that you can enjoy the company of your family or colleagues as per your wish. On the second floor there is space to host events such as parties and all. Closed dining room is also available. The service is extremely good. We were served by Logan at the dining table and he was very patient, attentive, and kind. Patrick did introduce to us to the local specialities at the bar. He was very hospitable and kind. The atmosphere was very lively and vivid.",2024-09-01,5,Clay Pit Contemporary Indian Cuisine,"1601 Guadalupe St, Austin, TX 78701, USA",0.9763,Positive
"Some of the best indian food we have had for a while. Really fresh and very flavourful, as it's meant to be. We came here for a lunch, and they were pretty busy. They do have a lunch menu, however it is only a couple bucks cheaper than the regular menu. But well worth the money. And service was great, would absolutely come back.",2024-08-12,5,Clay Pit Contemporary Indian Cuisine,"1601 Guadalupe St, Austin, TX 78701, USA",0.9446,Positive
"Clay Pit: Good Kebabs, Frustrating Service, Disappointing Drinks

I recently visited Clay Pit Contemporary Indian Cuisine in Austin, TX, prior to the Tim McGraw concert, eager to relive some of the incredible flavors I experienced traveling throughout India. The kebabs and curry did not disappoint. The Tandoori Kebabs were perfectly cooked and bursting with flavor, a true taste of tradition.

However, the service left a lot to be desired. We had a 5:00 pm reservation for three, but upon arrival, we were informed they wouldn't seat us until our entire party was present.  Our daughter, who had just arrived on an international flight, was stuck in traffic 15 minutes away.  While the restaurant wasn't packed, with only six other patrons and several empty tables, they were unwilling to accommodate us for seating. This inflexibility was frustrating, especially considering our extenuating circumstances.

The food, as mentioned, Tandoori Kebabs were good.  However, skip the cocktails. My ""Indian Nights"" drink was a major letdown. It was watery and barely tasted of gin, a far cry from the photo on the menu.

Overall, Clay Pit is a mixed bag. The food is good, but the service needs improvement, and the cocktails are a definite miss and avoid. While I wouldn't recommend it wholeheartedly or plan to return myself, if you're looking for an Indian food experience in Austin and prioritize the food over everything else, it might be worth a try. Just be prepared for a potentially inflexible seating policy and underwhelming drinks.",2024-06-04,3,Clay Pit Contemporary Indian Cuisine,"1601 Guadalupe St, Austin, TX 78701, USA",0.8744,Positive
"Good place to try if you are craving north-Indian food near the campus. The taste was more westernized, than truly authentic. Portion size of curries & meat were fairly small compared to the amount of basmati rice. The place was spacious, clean and service was quick.
We ordered the pepper chicken for starters, lunch Chicken Chicken Tikka masala Bowl, Chicken Achari curry bowl, Saag Goat and garlic naan. The dishes with & without nuts clearly marked, this is worth applauding.",2024-04-19,4,Clay Pit Contemporary Indian Cuisine,"1601 Guadalupe St, Austin, TX 78701, USA",0.9094,Positive
"Everyone was super nice! Especially our server! I cannot remember his name, but he had this fork thing on his tie and wore glasses. (This was Tuesday around 7). Both my boyfriend and I's dishes were AMAZING! I can't wait to take more friends here!",2024-07-03,5,Clay Pit Contemporary Indian Cuisine,"1601 Guadalupe St, Austin, TX 78701, USA",0.9546,Positive
"This place is great. The service was very fast and on point. The atmosphere was very fresh with an Austin feel to it. The outdoor seating was gorgeous.

The happy hour drinks were cheap and delicious. I had the Mexican martini which was well worth the hype.

The food selection was very thorough. All of the basic Mexican dishes, plus so much more.

I had the chipotle wings. The wings were huge and delicious.",2019-05-16,5,Trudy's Texas Star,"409 W 30th St, Austin, TX 78705, USA",0.98,Positive
"Really enjoyed lunch here. Super old building, reminded me of an old camp mess hall. Chips and salsa were on point, the queso did not disappoint and the main courses were delicious. Our server was really good and kept the refills coming. I would definitely go back.",2016-12-15,4,Trudy's Texas Star,"409 W 30th St, Austin, TX 78705, USA",0.9505,Positive
"I love this place. It's my go to whenever I'm in Austin. However, the last time we came we sat in the bar area by the patio. It took 15 minutes for someone to greet us, another 10 to get our drinks and about 20 minutes for the waitress to come back to take our order. It was just me and a girlfriend.  Luckily we had plenty of time to wait. The food was good as always!",2018-05-22,3,Trudy's Texas Star,"409 W 30th St, Austin, TX 78705, USA",0.9184,Positive
I LOVE coming here for brunch. The food is always amazing (FRENCH TOAST!!!) the service beats all other locations as well. I’ll always come back.,2019-06-23,5,Trudy's Texas Star,"409 W 30th St, Austin, TX 78705, USA",0.9137,Positive
"What I learned on my first visit to Trudy’s. Avoid the queso/guac. It’s good, but you’ll gorge yourself on chips and dips. Stick to the main course because you’ll upset when you don’t finish your entree. I got the chicken fajita queso enchiladas, and that was a waste of time. The rice was bland, and the charro beans managed to be blander. Why did I give Trudy’s 4 stars for such a description? I nibbled off some of my buddy’s meal. He got the All American Breakfast with two eggs, ham, red potatoes, and pancakes. Perfect entree that I regret not ordering especially for the price! Maybe next time. Y’all have a good day!!",2019-01-01,4,Trudy's Texas Star,"409 W 30th St, Austin, TX 78705, USA",-0.3455,Negative
"Can’t believe this is the slider dish that is served. Looks like they bought some pull apart bread from Walmart and cut them to half. The buns were soggy, the flavor tasted like nothing but over sweet BBQ sauce. Sweet potato fries were not fully cooked, and very soggy. Definitely won’t come back.",2023-11-06,2,Southwest Bistro,"208 Barton Springs Rd, Austin, TX 78704, USA",0.7716,Positive
"We just had some terrific drinks served by a really nice bar tender. The atmosphere was fun and engaging, and we absolutely had a great time. Some in our group ordered burgers and reported the food was excellent. (Definitely bar food) I can confirm the chips & queso is above average.
Definitely give the ""Rich Texan"" martini a try, Buffalo Trace bourbon, Kahlúa, and bitters. We got half the bar hooked on it",2023-06-08,5,Southwest Bistro,"208 Barton Springs Rd, Austin, TX 78704, USA",0.9773,Positive
"During a recent convention stay, I had the pleasure of dining twice for lunch at SWB in the Hyatt Regency on the lake. The experience exceeded my expectations, especially for a hotel venue. The lunch buffet and salad options were simply spectacular. Alyssa on the first day and Jeremy on the second ensured a consistently enjoyable dining experience. Although the food was a bit slow coming out of the kitchen, it was understandable given the busy event.",2024-03-10,4,Southwest Bistro,"208 Barton Springs Rd, Austin, TX 78704, USA",0.765,Positive
"Great breakfast spit in the Hyatt Regency Austin.  They do offer a buffet for $33 that includes unlimited made to order waffles,  pancakes and omelets. There is a regular menu as well.",2022-10-07,5,Southwest Bistro,"208 Barton Springs Rd, Austin, TX 78704, USA",0.7351,Positive
"Beautiful view, food was great, people were very friendly",2024-01-06,5,Southwest Bistro,"208 Barton Springs Rd, Austin, TX 78704, USA",0.9099,Positive
"Me and my wife came down to Austin to try out some breweries and on the way home we decided to stop here, although it’s not a brewery it sure does have about 200 taps available. First most, atmosphere was electric, amazing , secondly they had a band of women playing country music and they were GREAT, Thirdly.. the food and drinks 😩😩😩 words cannot describe how delicious the jalapeño and cheese sausage was, the biscuits were criminal. The beers were amazing and because I had an option of selections it made the experience even better.",2024-09-05,5,Banger's Sausage House & Beer Garden,"79 Rainey St, Austin, TX 78701, USA",0.8212,Positive
"Banger's Sausage House & Beer Garden was a sick spot for dinner! The place is huge! They have over 90 beers on tap, indoor and outdoor seating, and it's right on Rainey Street. The staff was cool, and we went when it wasn't too packed. The food was bomb. We started with the Giant Pretzel, which was 10 out of 10, amazing! Then we got the Burger which was good, and the Wild Boar Sausage Coil that was really good! We'd totally go back just for the pretzel!",2024-08-20,5,Banger's Sausage House & Beer Garden,"79 Rainey St, Austin, TX 78701, USA",0.8346,Positive
"Great local place to gather with friends. Long outdoor picnic tables for eating and making friends with people you didn't know till you sat at the same table. Live music, plenty of beer (we even got to see where it was made!) and fresh meats and cheeses you could buy to bring home. Super fun place to be at the end of the long day. We were thrilled to hear that they shipped as well, great to know, as their products were truly wonderful. If I'm ever back in Austin......",2024-07-12,5,Banger's Sausage House & Beer Garden,"79 Rainey St, Austin, TX 78701, USA",0.988,Positive
"Went to Banger's for the first time while visiting Austin Texas. Great place. Menu was accessible through a QR code. Had an excellent selection of beers. Great BBQ. The apps and food were both excellent. We ordered the crispy fried pickles and cheese curds as appetizers. And got the pulled pork sandwich for the main entre. Very good. Came with pickles, Cole slaw, and purple picked cabbage. They even had a stage outside and a live band playing while we were
there. Very cool place. Would recommend.",2024-08-09,5,Banger's Sausage House & Beer Garden,"79 Rainey St, Austin, TX 78701, USA",0.9814,Positive
"Great place on Rainey Street! Big outdoor area. You can get BBQ, small bites, sandwiches.  Inside is nice on a hot night(it was super hot this August...thank good for a good air conditioned indoors!)  but the outdoor patio is epic. Really good to meet up with a bunch of friends.

The food was really tasty! The deviled eggs were yummy, the chicken salad has great flavor (tarragon) and it's nice fresh chicken.  Perfect small bites for having a couple beers .

Speaking of beers ...I think there was like 70 or 80 some odd taps! If you can't find something to try here ... well..... you're lost! LOL.  If you are not beer person , they have a couple wine choices , or try a lambic!

Service here is excellent. Friendly, fast, and genuine . Their kitchen had a problem the day we were there, and no one let it change their attitude.  Thanks to Reese (Rhys?) for great service.  We really enjoyed our evening here.",2024-08-25,5,Banger's Sausage House & Beer Garden,"79 Rainey St, Austin, TX 78701, USA",0.9961,Positive
"Went here for our anniversary and our experience was amazing! To start off, the hostesses greeted us with the sweetest smile and even congratulated  us on our anniversary. We were then walked upstairs to the second floor and were again greeted by the restaurant manager who was very kind and welcoming and he also congratulated us. He was so attentive and just amazing overall. Our table was decorated with rose petals and a “Happy Anniversary” sign which was the sweetest touch! One waiter came with our drinks and he was a gem, whom, of course also congratulated us! Our waiter Colin, was absolutely amazing. He made us feel welcome! He always checked up on us, he described the items on the menu which such detail, he was just overall very kind! Colin brought us a dessert for our anniversary and it was such a great way to end the night. First time here and will definitely be coming back because the customer service and the food was simply out of this world! 10/10!

Espresso Martini: 10/10
Lobster bisque is amazing!",2024-09-24,5,Truluck's Ocean's Finest Seafood & Crab,"300 Colorado St, Austin, TX 78701, USA",0.992,Positive
I’ve been here multiple times and I have never gotten around to leaving a review. I always receive 5 star service. Went here for my dates birthday. It was his first time at this location and he loved it. The decor is absolutely beautiful. The restaurant has a very luxurious classy ambiance. The servers are very knowledgeable and trained well. The food is delicious. Every single dish I have gotten from Truluck’s has been perfect. The carrot cake is so good you won’t want to share. They only have valet and if you don’t want to valet you have have a short walk from the garages. I highly recommend this location.,2024-07-06,5,Truluck's Ocean's Finest Seafood & Crab,"300 Colorado St, Austin, TX 78701, USA",0.9836,Positive
"Truluck's Downtown in Austin is hands down my favorite restaurant, and my recent birthday celebration there with five friends only reaffirmed this. From the moment we walked in, the experience was nothing short of spectacular.

The ambiance of Truluck's is refined and welcoming, setting the perfect tone for a special evening. We were warmly greeted and promptly seated, instantly feeling like valued guests. The service throughout the night was impeccable – attentive, friendly, and professional, ensuring that every detail was taken care of with a smile.

The food was phenomenal. Every dish we ordered was cooked to perfection and beautifully presented. The flavors were exquisite, and the quality of the ingredients was evident in every bite. The seafood, in particular, was outstanding, fresh, and delicious. Coupled with expertly crafted cocktails and a well-curated wine list, our dining experience was elevated to new heights.

Parking, often a hassle in downtown areas, was surprisingly convenient at Truluck's. It made arriving and leaving the restaurant stress-free, allowing us to focus entirely on enjoying our evening.

To anyone seeking a top-notch dining experience in Austin, I can't recommend Truluck's Downtown enough. Whether it's for a special occasion or simply to enjoy an excellent meal, this restaurant delivers on every front – food, drinks, service, and ambiance. My birthday celebration was truly memorable, and I look forward to many more delightful evenings at Truluck's. This is the place to be for a fantastic dining experience in Austin.",2024-08-08,5,Truluck's Ocean's Finest Seafood & Crab,"300 Colorado St, Austin, TX 78701, USA",0.9974,Positive
"This was our first time at Truluck’s; it was a great first experience. Our server (Niko) was new but he was great. He was attentive, engaging, and polite; his suggestion for how to construct our seafood tower appetizer was spot on. The appetizers satisfied my seafood craving, so I went with a NY strip for dinner; it was cooked perfectly . My wife had the Branzino fish (also recommended by our server), it too was good. The sides (truffle fries and roasted broccoli were nice compliments. This isn’t a place you’d frequent often (it’s not cheap), but I can’t think of a better place to satisfy a seafood craving. 👍🏻👍🏻",2024-07-07,5,Truluck's Ocean's Finest Seafood & Crab,"300 Colorado St, Austin, TX 78701, USA",0.9923,Positive
"Amazing experience from the minute you pull up to the valet. The host staff was friendly and engaging.  They took us up to a beautiful patio. Table fans and misters made eating outside delightful and very comfortable. The light up menus were fantastic. If you are visiting on the weekend, ask for Bradley.  We let Bradley guide us through the menu. We started with a Terlan Pinot Grigio, N/A Berry Patch, and a Viola. Truly perfect picks! We started with the Ahi Tuna Tartare and Jumbo Lump Crab Cake. Both were exceptional. I switched to Bradley's other suggested cocktail Tru Story.  So yummy!  After Bradley's highlighting of the menu we wanted to try it all so we chose to order the Petit Miso Glazed Seabass and the Petit Scallop & Shrimp Saute and  the 1/2 lbs of King Crab and the side of Mac & Cheese.  The Seabass was phenomenal. The Crab Fried Rice is sensational. The 2 paired together is off the hook. The scallops were amazing, and if you were served the Florentino cauliflower ""rice"" without being told it was cauliflower, you would never guess. It is so flavorful. The King Crab was great and served with mashed potatoes and asparagus. As we were sharing all the dishes, we only had room for one bite of Mac and cheese before packing it up to go, but we're so glad we ordered it as it was excellent as well. The service was top-notch and friendly without being overbearing. The manager welcomed us and checked in throughout our meal, and although we had no issues, I am confident that if even the smallest glitch were to happen, he would be aware and address it immediately. He really made us feel like he cared about our
experience. That is very rare these days. We are huge foodies, and eating great food is our hobby. With the attention to detail Truluck at every turn, the price paid for the meal was an exceptional value! I will definitely be back.",2024-08-11,5,Truluck's Ocean's Finest Seafood & Crab,"300 Colorado St, Austin, TX 78701, USA",0.997,Positive
"My wife and I visited Kerbey Lane for breakfast. I ordered a Harvest Omelet, comprised of 3 eggs,  cheddar jack cheese, green onions,  green pepper,  onion,  sliced mushroom and avocado. I chose, for my 2 sides,  an English muffin and seasoned home fries. My wife had an Avocado Toast, made up of hummus, sliced avocado, cucumbers and a sunny side up egg garnished with cherry tomatoes and green onion.  My wife chose black beans as her side.

The Harvest Omelet was very tasty as was the english muffin. Sadly,  the home fries were overcooked and dry, more reflective of boxed home fries than of fresh home fries.

My wife's Avocado Toast delivered,  with great flavor. The big surprise were the black beans,  which had a well- balanced mild hint of garlic and a slight well- received chili- like kick.

The atmosphere is spacious and appropriately bright.  The service was average.

I consider Kerbey Lane to be a reliable breakfast/brunch restaurant,  but if our sole visit is any indication,  I can't say we'll choose it before trying another restaurant for the first time.",2024-05-18,3,Kerbey Lane Cafe - University,"2606 Guadalupe St, Austin, TX 78705, USA",0.8201,Positive
"My family and I absolutely love this Kerbey Lane location! We’ve tried the other locations and enjoyed them as well, but this one is our favorite go-to spot. The food is consistently delicious, which we really appreciate since I’m not the most adventurous eater and neither are our kids, though my wife loves trying new things. No matter what we order, we know it’s going to be great, and we’re never disappointed. The service is always amazing, and we’re very happy with the quality of the food, the value for our money, and the excellent service. Highly recommend!",2024-08-30,5,Kerbey Lane Cafe - University,"2606 Guadalupe St, Austin, TX 78705, USA",0.9951,Positive
Extremely good  had an amazing time.  Customer service was outstanding. Definitely will be back #Foodie #Googlereview,2024-07-02,4,Kerbey Lane Cafe - University,"2606 Guadalupe St, Austin, TX 78705, USA",0.9286,Positive
"The Boss Burger: The burger, bacon, egg were perfectly cooked.
I added jalapenos.
They never disappoint. I always loved this location.",2024-05-12,5,Kerbey Lane Cafe - University,"2606 Guadalupe St, Austin, TX 78705, USA",0.5126,Positive
Food was alright. I like the seasonal pancake flavors. Nice interior.,2024-05-25,4,Kerbey Lane Cafe - University,"2606 Guadalupe St, Austin, TX 78705, USA",0.743,Positive
"Such amazing food. There’s a great selection of sweet and savory crepes and many drink options, including mimosas, if you’d like to spike your breakfast.",2024-07-20,5,Le Café Crêpe,"200 San Jacinto Blvd, Austin, TX 78701, USA",0.9246,Positive
This was a really cute place but the service was a little slow. I got the banana/strawberry/nutella crepe on 2 separate days as well as a chicken and spinach crepe. I definitely recommend this place if you’re looking for a little brunch place to get some good quality food,2024-03-29,5,Le Café Crêpe,"200 San Jacinto Blvd, Austin, TX 78701, USA",0.9376,Positive
Lovely cafe with tasty crepes. We had the La Provencale and the Chloe crepes. Great service. Small on the inside and plenty of seating on the covered patio.,2024-06-12,5,Le Café Crêpe,"200 San Jacinto Blvd, Austin, TX 78701, USA",0.836,Positive
"I had breakfast at Le Café Crêpe and not only was it a great breakfast, but I forgot my credit card and they so kindly shipped it to me free of charge (because I live out of town). The service I had at breakfast was very kind and welcoming, and likewise, when I called to ask about my card, they were accommodating, prompt, and just in general a pleasure to communicate with. Good people was my takeaway. I wish them all the best, including I recommend you give them a try! Cheers",2024-08-11,5,Le Café Crêpe,"200 San Jacinto Blvd, Austin, TX 78701, USA",0.9952,Positive
"we parked a couple blocks away, on the street. no parking fees on sunday. we arrived sunday morning before 10:30 and were seated right away. we shared the ""la fromagere"" crepe, which was very good and would have only added a smidgen more brie cheese. we also shared the mediterranean salad and  enjoyed it to the end. iced coffees were our dessert.",2024-06-02,5,Le Café Crêpe,"200 San Jacinto Blvd, Austin, TX 78701, USA",0.8016,Positive
"Went here for the busy Memorial Day weekend, and the staff were very friendly.  Laid back atmosphere with plenty of shade. We enjoyed the food and the location.  Waited for about half an hour and received a text message when ready. Would recommend the burger!",2024-05-30,5,Magnolia Cafe,"1920 S Congress Ave, Austin, TX 78704, USA",0.9019,Positive
"We spent $55 for two people, had 3 plates between us and two refill coffees.

It’s a good value for price, they’re pretty quick to serve. The pancakes are very good, fluffy and tasty. French toasts could be better but eggs and sausage was great.

James served us, very friendly and quick.

I think they could turn up the temperature a little bit, it was slightly cold, but other people may not have issues with it anyways.",2024-05-13,5,Magnolia Cafe,"1920 S Congress Ave, Austin, TX 78704, USA",0.9586,Positive
"Good food👍
Good vibe👍
Good service 👍
I highly recommend their Shredded Beef Omelette and Lox and Bagle.
Their patio was cozy and cute.🪴🌵
I'm positive we will be back to try their pancakes soon.

Keep up the good work, Magnolia Cafe team.✨️",2024-07-12,5,Magnolia Cafe,"1920 S Congress Ave, Austin, TX 78704, USA",0.9516,Positive
"This place was great! You can tell the workers were trying their hardest by staying nice and helping multiple people. They had great food and service, but the food was a little pricey. If you want a place to eat with your family or friends, here is a great place to eat!",2024-08-06,5,Magnolia Cafe,"1920 S Congress Ave, Austin, TX 78704, USA",0.9609,Positive
We initially had gone on a weekend and there was a 2 hour wait so we went on a Monday afternoon and got immediately seated. We finally could get a feel of what the fuss was all about this famous brunch place. The coffee was freshly brewed and the food was fantastic. We ordered the vegetarian omelets with home fries and it was the first time we ever tasted such fresh steamed veggies with very less salt in the eggs and gave a homely feel to the food. It’s definitely on the pricier side but worth to try it out.,2024-05-11,5,Magnolia Cafe,"1920 S Congress Ave, Austin, TX 78704, USA",0.7311,Positive
"First time trying this bbq place! & honestly I’d recommend anyone here! The taste of the food is so comforting and southern! Feel real Texan! The Mac and cheese is perfect not too cheesy and not overpowering! The cream corn was OH MY! GOOO TRY IT RUN! freakin delicious. & last but not least THE MEATS, chicken, brisket and turkey all had a unique taste of their own! Have to say YUMMYYY!
Ohhh & before I leave the women’s RR was super cute and clean.",2024-09-19,5,Iron Works Barbecue,"100 Red River St, Austin, TX 78701, USA",0.9734,Positive
"Texas style BBQ in a roadhouse setting. Seating both inside and outside (covered). No ac but air chillers and ceiling fans. You order at the first window and once food is ready pay at the cashier. Unlimited bread, kept warm for you. Brisket well done. The BBQ sauce is flavorful but not spicy. Mac and cheese had a great smoked flavour. Fairly good sized parking lot. Recommended.",2024-06-10,4,Iron Works Barbecue,"100 Red River St, Austin, TX 78701, USA",0.9568,Positive
